gene.name,LAS1L Up,TEX10 Up,PELP1 Up,SENP3 Up,WDR18 Up,LAS1L Down,TEX10 Down,PELP1 Down,SENP3 Down,WDR18 Down,ChIP,,,,
HOXA-AS2,0,0,0,1,1,0,0,0,0,0,1,,,,
FLAD1,0,0,0,0,0,0,0,0,0,1,1,,,,
FUCA1,0,0,0,0,1,0,0,0,0,0,1,,,,
LMTK3,0,0,0,0,0,0,0,1,1,1,1,,,,
SLC28A3,0,0,1,0,1,0,0,0,0,0,1,,,,
RBX1,0,0,0,1,1,0,0,0,0,0,1,,,,
MAL2,0,0,0,1,1,0,0,0,0,0,1,,,,
CRISPLD2,0,0,0,0,0,0,0,1,1,1,1,,,,
MRS2,0,0,0,1,1,0,0,0,0,0,1,,,,
ZFP36,0,0,0,0,0,0,0,1,1,1,1,,,,
NYNRIN,0,0,0,0,0,0,0,1,1,1,1,,,,
PLA2G4F,0,0,0,0,0,0,0,0,1,1,1,,,,
MB21D2,0,0,0,0,0,0,0,1,1,1,1,,,,
SCAF1,0,0,0,0,0,0,0,1,1,1,1,,,,
C1QTNF6,0,0,0,1,1,0,0,0,0,0,1,,,,
PITPNC1,0,0,0,0,0,0,0,0,1,1,1,,,,
PALM3,0,0,0,0,1,0,0,1,0,0,1,,,,
MINOS1,0,0,1,1,1,0,0,0,0,0,1,,,,
TVP23B,0,0,1,1,1,0,0,0,0,0,1,,,,
XYLT1,0,0,0,0,0,0,0,1,1,1,1,,,,
SLITRK6,0,0,0,1,1,1,0,0,0,0,1,,,,
NOX1,1,0,1,1,1,0,0,0,0,0,1,,,,
VPS9D1-AS1,0,0,0,0,0,0,0,0,1,1,1,,,,
ANXA9,1,0,0,0,1,0,0,0,0,0,1,,,,
FBXO22,0,0,1,1,1,0,0,0,0,0,1,,,,
FLNC,0,0,0,0,0,0,0,1,1,1,1,,,,
TTL,0,0,0,0,0,0,0,0,0,1,1,,,,
B3GNT7,0,0,0,0,1,0,0,1,0,0,1,,,,
SGK3,0,0,0,1,1,0,0,0,0,0,1,,,,
LAPTM4A,0,0,0,0,1,0,0,0,0,0,1,,,,
YPEL5,0,0,0,1,1,0,0,0,0,0,1,,,,
NAPA,0,0,0,0,0,0,0,0,1,1,1,,,,
MOB4,0,0,1,1,1,0,0,0,0,0,1,,,,
NEK9,0,0,0,0,0,0,0,0,0,1,1,,,,
ZNF45,0,0,0,0,0,0,0,0,1,1,1,,,,
NOB1,0,0,0,0,0,0,0,0,0,1,1,,,,
TRPM6,0,0,0,0,0,0,0,0,1,1,1,,,,
MAD1L1,0,0,0,0,0,0,0,0,1,1,1,,,,
NDFIP1,0,0,0,1,1,0,0,0,0,0,1,,,,
SPOCD1,0,0,0,1,1,0,0,1,0,0,1,,,,
ARL6IP6,0,0,0,1,1,0,0,0,0,0,1,,,,
TPM4,0,0,0,1,1,0,0,0,0,0,1,,,,
PTER,0,0,0,1,1,0,0,0,0,0,1,,,,
DCUN1D1,0,0,0,1,1,0,0,0,0,0,1,,,,
MED25,0,0,0,0,0,0,0,0,1,1,1,,,,
TIMP2,0,0,0,1,1,0,0,0,0,0,1,,,,
CD276,0,0,0,0,1,0,0,0,0,0,1,,,,
NRGN,0,0,0,0,0,0,0,0,1,1,1,,,,
Mar-05,0,0,0,1,1,0,0,0,0,0,1,,,,
PLEKHA1,0,0,0,1,1,0,0,0,0,0,1,,,,
DENND3,0,0,0,1,1,0,0,0,0,0,1,,,,
FYN,0,0,0,0,0,0,0,0,1,1,1,,,,
SH3YL1,0,0,1,1,1,0,0,0,0,0,1,,,,
ZNF704,0,0,0,0,0,0,0,0,1,1,1,,,,
SPON2,0,0,0,0,0,0,0,1,1,1,1,,,,
TNFAIP8,0,0,0,1,1,0,0,0,0,0,1,,,,
CCDC61,0,0,0,0,0,0,0,0,1,1,1,,,,
BLOC1S3,0,0,0,0,0,0,0,0,1,1,1,,,,
RRP12,0,0,0,0,0,0,0,0,1,1,1,,,,
GCA,0,0,1,1,1,0,0,0,0,0,1,,,,
CNOT8,0,0,0,1,1,0,0,0,0,0,1,,,,
GINM1,0,0,0,1,1,0,0,0,0,0,1,,,,
CES1,0,0,0,0,0,0,0,0,1,1,1,,,,
RTN4,0,0,1,1,1,0,0,0,0,0,1,,,,
BBS5,0,0,0,0,0,0,0,0,1,1,1,,,,
PPA2,0,0,1,1,1,0,0,0,0,0,1,,,,
SPAG1,0,0,0,1,1,0,0,0,0,0,1,,,,
ANXA3,0,0,0,1,1,0,0,0,0,0,1,,,,
ZC3H4,0,0,0,0,0,0,0,1,1,1,1,,,,
LYPLAL1,0,0,1,1,1,0,0,0,0,0,1,,,,
PLEC,0,0,0,0,0,0,0,1,1,1,1,,,,
MYEOV,0,0,0,1,1,0,0,0,0,0,1,,,,
METTL4,0,0,1,1,1,0,0,0,0,0,1,,,,
MB21D1,0,0,0,1,1,0,0,1,0,0,1,,,,
MAX,0,0,0,0,0,0,0,0,1,1,1,,,,
ZNF512,0,0,0,1,1,0,0,0,0,0,1,,,,
DPF1,0,0,0,0,0,0,0,0,1,1,1,,,,
HEYL,0,0,0,0,0,0,0,0,1,1,1,,,,
TMEM55A,0,0,0,1,1,0,0,1,0,0,1,,,,
C17orf51,0,0,0,0,0,0,0,0,1,1,1,,,,
CAPS,0,0,0,1,1,0,0,0,0,0,1,,,,
RDH13,0,0,0,0,0,0,0,0,1,1,1,,,,
CDH17,0,0,0,0,0,0,0,0,1,1,1,,,,
NIPAL1,0,0,0,1,1,0,0,0,0,0,1,,,,
SAMD11,0,0,0,1,1,0,0,0,0,0,1,,,,
PREX1,0,0,0,0,0,0,0,1,1,1,1,,,,
PDE8A,0,0,0,1,1,0,0,0,0,0,1,,,,
CNOT3,0,0,0,0,0,0,0,0,1,1,1,,,,
SYCP2,0,0,1,1,1,0,0,0,0,0,1,,,,
PTGDS,1,0,0,0,1,0,0,0,0,0,1,,,,
MAFB,0,0,0,0,0,0,0,0,1,1,1,,,,
DPEP1,0,0,0,0,0,0,0,0,1,1,1,,,,
SLC39A10,0,0,0,1,1,0,0,0,0,0,1,,,,
FAR2,0,0,0,0,0,0,0,0,1,1,1,,,,
PGM1,0,0,0,1,1,0,0,0,0,0,1,,,,
CDKN2B,0,0,0,1,1,0,0,1,0,0,1,,,,
FJX1,0,0,0,0,0,0,0,0,1,1,1,,,,
JAM3,0,0,0,0,0,0,0,1,1,1,1,,,,
SESN1,0,0,1,0,1,0,0,0,0,0,1,,,,
JUN,0,0,0,0,0,0,0,1,0,1,1,,,,
FMOD,0,0,0,0,0,0,0,1,1,1,1,,,,
CTSF,0,0,0,0,1,0,0,0,0,0,1,,,,
TMPRSS3,0,0,0,1,1,0,0,1,0,0,1,,,,
ZNF254,0,0,1,1,1,0,0,0,0,0,1,,,,
RAB30,0,0,0,0,1,0,0,0,0,0,1,,,,
DDX23,0,0,0,0,0,0,0,0,0,1,1,,,,
PPP1CB,0,0,0,1,1,0,0,0,0,0,1,,,,
SEMA3B,0,0,0,1,1,0,0,1,0,0,1,,,,
MYBBP1A,0,0,0,0,0,0,0,0,1,1,1,,,,
LIG1,0,0,0,0,0,0,0,0,1,1,1,,,,
PCLO,0,0,0,0,0,0,0,1,1,1,1,,,,
FOSL1,0,0,0,0,0,0,0,1,0,1,1,,,,
HLF,0,0,1,0,0,0,0,0,1,1,1,,,,
ABO,0,0,0,0,0,0,0,0,1,1,1,,,,
GPR180,0,0,0,1,1,0,0,0,0,0,1,,,,
ERCC2,0,0,0,0,0,0,0,0,1,1,1,,,,
GMPR,0,0,0,1,1,0,0,0,0,0,1,,,,
NR1H2,0,0,0,0,0,0,0,0,1,1,1,,,,
BTG3,0,0,0,1,1,0,0,1,0,0,1,,,,
TM2D3,0,0,0,1,1,0,0,0,0,0,1,,,,
GNG12,0,0,0,1,1,0,0,0,0,0,1,,,,
ZIC1,0,0,1,0,0,0,0,0,1,1,1,,,,
CAV2,0,0,0,1,1,0,0,1,0,0,1,,,,
CREBL2,0,0,0,1,1,0,0,0,0,0,1,,,,
VAMP4,0,0,1,1,1,0,0,0,0,0,1,,,,
SSU72,0,0,0,0,0,0,0,0,0,1,1,,,,
LY6K,0,0,0,0,0,0,0,1,1,1,1,,,,
NDUFA3,0,0,0,0,0,0,0,0,1,1,1,,,,
MEGF8,0,0,0,0,0,0,0,0,1,1,1,,,,
C15orf62,0,0,0,1,1,0,0,1,0,0,1,,,,
RBM20,0,0,0,1,1,0,0,0,0,0,1,,,,
PSMA2,0,0,1,1,1,0,0,0,0,0,1,,,,
SERTAD4,0,0,0,1,1,0,0,0,0,0,1,,,,
TRIQK,0,0,0,1,1,0,0,0,0,0,1,,,,
MARK4,0,0,0,0,0,0,0,0,1,1,1,,,,
PMP22,0,0,0,0,0,1,0,1,1,1,1,,,,
ID4,0,0,0,1,1,0,0,0,0,0,1,,,,
PPP6R1,0,0,0,0,0,0,0,1,1,1,1,,,,
FANCA,0,0,0,0,0,0,0,0,0,1,1,,,,
NUMBL,0,0,0,0,0,0,0,0,1,1,1,,,,
PLSCR4,0,0,0,0,1,0,0,0,0,0,1,,,,
USP31,0,0,0,0,0,0,0,0,1,1,1,,,,
RIOK3,0,0,0,0,1,0,0,0,0,0,1,,,,
SLC35F5,0,0,0,1,1,0,0,0,0,0,1,,,,
SORBS1,0,0,0,1,1,0,0,0,0,0,1,,,,
PRR12,0,0,0,0,0,0,0,1,1,1,1,,,,
PRKCQ,0,0,0,0,0,0,0,0,1,1,1,,,,
ZNF628,0,0,0,0,0,0,0,1,1,1,1,,,,
ARL6IP5,0,0,0,1,1,0,0,0,0,0,1,,,,
CHMP2B,0,0,0,0,1,0,0,0,0,0,1,,,,
SULT2B1,0,0,0,0,0,0,0,1,1,1,1,,,,
OSBPL7,0,0,0,0,1,0,0,1,0,0,1,,,,
HABP2,0,0,0,0,0,0,0,0,1,1,1,,,,
PPP2CA,0,0,0,1,1,0,0,0,0,0,1,,,,
METTL9,0,0,0,1,1,0,0,0,0,0,1,,,,
ETFA,0,0,0,1,1,0,0,0,0,0,1,,,,
ASB7,0,0,0,1,1,0,0,0,0,0,1,,,,
PPP3R1,0,0,1,1,1,0,0,0,0,0,1,,,,
FEZF1,0,0,0,0,0,0,0,0,1,1,1,,,,
TRIM28,0,0,0,0,0,0,0,0,1,1,1,,,,
CTBS,0,0,1,1,1,0,0,0,0,0,1,,,,
MANBA,0,0,0,0,1,0,0,0,0,0,1,,,,
LYPD1,0,0,0,1,1,0,0,0,0,0,1,,,,
PSMF1,0,0,0,0,0,0,0,0,0,1,1,,,,
ARHGEF7,0,0,0,0,0,0,0,0,0,1,1,,,,
TMEM128,0,0,1,1,1,0,0,0,0,0,1,,,,
ZDHHC8P1,0,0,0,1,1,0,0,0,0,0,1,,,,
LSG1,0,0,0,0,0,0,0,0,0,1,1,,,,
DYRK4,0,0,0,0,0,0,0,0,1,1,1,,,,
NEK7,0,0,0,1,1,0,0,0,0,0,1,,,,
UCA1,0,0,0,1,1,0,0,0,0,0,1,,,,
GXYLT1,0,0,0,0,1,0,1,0,0,0,1,,,,
SLC36A4,0,0,0,1,1,0,0,0,0,0,1,,,,
MUC5B,0,0,0,0,0,0,0,1,1,1,1,,,,
EPHB1,0,0,0,1,1,0,0,0,0,0,1,,,,
MFGE8,0,0,0,0,1,0,0,0,0,0,1,,,,
C1GALT1,0,0,0,1,1,0,0,0,0,0,1,,,,
IFT80,0,0,1,1,1,0,0,0,0,0,1,,,,
PRPF3,0,0,0,0,0,0,0,0,0,1,1,,,,
TSSK6,0,0,0,1,1,0,0,0,0,0,1,,,,
RNF138,0,0,0,1,1,0,0,0,0,0,1,,,,
GLTSCR1,0,0,0,0,0,0,0,1,1,1,1,,,,
ARHGEF38,0,0,0,1,1,0,0,0,0,0,1,,,,
TM2D1,0,0,1,1,1,0,0,0,0,0,1,,,,
DTWD1,0,0,1,1,1,0,0,0,0,0,1,,,,
LEPR,0,0,1,1,1,0,0,0,0,0,1,,,,
FUT6,0,0,0,0,0,0,0,1,1,1,1,,,,
KIAA1549L,0,0,0,0,0,0,0,0,1,1,1,,,,
IL13RA1,0,0,0,1,1,0,0,0,0,0,1,,,,
GNL3L,0,0,0,0,0,0,0,0,1,1,1,,,,
NSMF,0,0,0,0,0,0,0,0,1,1,1,,,,
COQ10A,0,0,0,0,0,0,0,0,0,1,1,,,,
SIRT5,0,0,0,0,1,0,0,0,0,0,1,,,,
ATP6AP2,0,0,0,0,1,0,0,0,0,0,1,,,,
ARFGAP3,0,0,0,0,1,0,0,0,0,0,1,,,,
CTSH,0,0,0,0,1,0,0,0,0,0,1,,,,
FAM217B,0,0,0,1,1,0,0,0,0,0,1,,,,
NOL6,0,0,0,0,0,0,0,0,1,1,1,,,,
MIDN,0,0,0,0,0,0,0,1,1,1,1,,,,
RCBTB1,0,0,1,1,1,0,0,0,0,0,1,,,,
SYPL1,0,0,0,1,1,0,0,0,0,0,1,,,,
SLC25A46,0,0,0,1,1,0,0,0,0,0,1,,,,
PACS2,0,0,0,0,0,0,0,0,1,1,1,,,,
GRAMD3,0,0,0,0,1,0,0,0,0,0,1,,,,
DUS3L,0,0,0,0,0,0,0,0,1,1,1,,,,
PLAUR,0,0,0,0,0,0,0,1,1,1,1,,,,
ERAP1,0,0,0,1,1,0,0,0,0,0,1,,,,
CIC,0,0,0,0,0,0,0,0,1,1,1,,,,
MDN1,0,0,0,0,0,0,0,0,1,1,1,,,,
C8orf82,0,0,0,0,0,0,0,0,1,1,1,,,,
RGL3,0,0,0,1,1,0,0,0,0,0,1,,,,
ABHD6,0,0,0,0,0,0,0,0,1,1,1,,,,
ARRB2,0,0,0,0,0,0,0,0,1,1,1,,,,
UGGT2,0,0,1,1,1,0,0,0,0,0,1,,,,
C6orf120,0,0,0,1,1,0,0,0,0,0,1,,,,
ZNF549,0,0,0,0,0,0,0,1,1,1,1,,,,
GUSBP1,0,0,0,0,0,0,0,0,1,1,1,,,,
XYLB,0,0,0,0,0,0,0,0,0,1,1,,,,
ZDHHC20,0,0,0,1,1,0,0,0,0,0,1,,,,
RUVBL1,0,0,0,0,0,0,0,0,0,1,1,,,,
HOXA5,0,0,0,1,1,0,0,0,0,0,1,,,,
FHOD3,0,0,0,1,1,0,0,1,0,0,1,,,,
DDRGK1,0,0,0,0,0,0,0,1,1,1,1,,,,
PLA2G16,0,0,0,1,1,0,0,0,0,0,1,,,,
MARVELD1,0,0,0,1,1,0,0,0,0,0,1,,,,
C2orf69,0,0,0,1,1,0,0,0,0,0,1,,,,
WDR62,0,0,0,0,0,0,0,0,1,1,1,,,,
PRKAG2,0,0,0,0,1,0,0,1,0,0,1,,,,
FZD7,0,0,0,1,1,0,0,0,0,0,1,,,,
RNF141,0,0,0,0,1,0,0,0,0,0,1,,,,
FAM213B,0,0,0,0,0,0,0,0,1,1,1,,,,
LINC00941,0,0,0,0,0,0,0,0,0,1,1,,,,
PPP1R13L,0,0,0,0,0,0,0,1,1,1,1,,,,
DHRS9,0,0,0,0,0,1,1,1,0,1,1,,,,
IL18,0,0,1,1,1,0,0,0,0,0,1,,,,
ALPPL2,0,0,0,0,0,0,0,1,1,1,1,,,,
RANGRF,0,0,0,0,0,0,0,0,1,1,1,,,,
NOP14,0,0,0,0,0,0,0,0,1,1,1,,,,
MMP11,0,1,0,1,1,0,0,0,0,0,1,,,,
LRP2,0,0,0,0,0,0,0,0,1,1,1,,,,
C12orf10,0,0,0,0,0,0,0,0,0,1,1,,,,
NTNG2,0,0,0,0,0,1,0,1,0,1,1,,,,
BRF1,0,0,0,0,0,0,0,0,1,1,1,,,,
HOXA10,0,0,0,0,1,0,0,1,0,0,1,,,,
RFXAP,0,0,1,1,1,0,0,0,0,0,1,,,,
FIZ1,0,0,0,0,0,0,0,0,1,1,1,,,,
PPP1R2,0,0,0,0,1,0,0,0,0,0,1,,,,
FER1L6,0,0,0,0,0,0,0,1,1,1,1,,,,
FAM135A,0,0,0,1,1,0,0,0,0,0,1,,,,
GPR160,0,0,0,1,1,0,0,0,0,0,1,,,,
SNRNP70,0,0,0,0,0,0,0,0,1,1,1,,,,
PTAR1,0,0,1,1,1,0,0,0,0,0,1,,,,
LYPLA1,0,0,0,1,1,0,0,0,0,0,1,,,,
SMTN,0,0,0,0,0,0,0,0,1,1,1,,,,
C1GALT1C1,0,0,0,1,1,0,0,0,0,0,1,,,,
ZBTB41,0,0,1,1,1,0,0,0,0,0,1,,,,
ZNF524,0,0,0,0,0,0,0,0,1,1,1,,,,
SPCS3,0,0,0,1,1,0,0,0,0,0,1,,,,
MED24,0,0,0,0,0,0,0,0,1,1,1,,,,
SLC25A44,0,0,0,0,0,0,0,0,0,1,1,,,,
HSPB6,0,0,0,0,0,1,0,1,1,1,1,,,,
ZNHIT2,0,0,0,0,0,0,0,0,0,1,1,,,,
MTA1,0,0,0,0,0,0,0,0,1,1,1,,,,
ARMC1,0,0,1,1,1,0,0,0,0,0,1,,,,
FUT3,0,0,0,0,0,0,0,0,1,1,1,,,,
ITFG2,0,0,0,0,0,0,0,0,0,1,1,,,,
ZBTB18,0,0,0,0,1,0,0,0,0,0,1,,,,
UGCG,0,0,1,1,1,0,0,0,0,0,1,,,,
TMPRSS11E,0,0,0,1,1,0,0,1,0,0,1,,,,
WDR5,0,0,0,0,0,0,0,0,0,1,1,,,,
EGR1,0,0,0,0,0,0,0,1,1,1,1,,,,
TMEM144,0,0,0,1,1,0,0,0,0,0,1,,,,
UTP14A,0,0,0,0,0,0,0,0,0,1,1,,,,
SLC2A6,1,0,0,0,1,0,0,0,0,0,1,,,,
NOC2L,0,0,0,0,0,0,0,0,1,1,1,,,,
SUSD4,0,0,0,1,1,0,0,0,0,0,1,,,,
TAF10,0,0,0,0,0,0,0,0,0,1,1,,,,
CPLX1,0,0,0,0,0,1,0,0,1,1,1,,,,
BTG2,0,0,0,0,1,0,0,0,0,0,1,,,,
SYMPK,0,0,0,0,0,0,0,0,1,1,1,,,,
RBM18,0,0,0,1,1,0,0,0,0,0,1,,,,
PAFAH1B3,0,0,0,0,0,0,0,0,1,1,1,,,,
ZNF227,0,0,0,0,0,0,0,0,1,1,1,,,,
IBTK,0,0,0,0,1,0,0,0,0,0,1,,,,
TMED3,0,0,0,0,1,0,0,0,0,0,1,,,,
CPAMD8,0,0,0,1,1,0,0,0,0,0,1,,,,
PRMT2,0,0,0,0,0,0,0,0,0,1,1,,,,
TRIB2,0,0,0,0,0,0,0,0,1,1,1,,,,
LAMP2,0,0,0,1,1,0,0,0,0,0,1,,,,
SLC27A4,0,0,0,0,0,0,0,1,1,1,1,,,,
ZMYM5,0,0,0,1,1,0,0,0,0,0,1,,,,
GTF3C5,0,0,0,0,0,0,0,0,0,0,1,,,,
KISS1R,0,0,0,0,0,0,0,0,1,1,1,,,,
FAM200A,0,0,0,1,1,0,0,0,0,0,1,,,,
UBIAD1,0,0,0,0,0,0,0,0,0,1,1,,,,
SCCPDH,0,0,0,0,1,0,0,0,0,0,1,,,,
ZNF784,0,0,0,0,0,0,0,0,1,1,1,,,,
DENND2C,0,0,0,0,0,1,0,1,1,1,1,,,,
RP2,0,0,0,1,1,0,0,0,0,0,1,,,,
MEF2A,0,0,0,1,1,0,0,0,0,0,1,,,,
FAM129A,0,0,0,0,0,0,0,0,1,1,1,,,,
SPTBN1,0,0,0,0,0,0,0,0,1,1,1,,,,
ARHGAP24,0,0,0,0,0,0,0,0,1,1,1,,,,
LRRC47,0,0,0,0,0,0,0,0,1,1,1,,,,
RHOBTB1,0,0,0,1,1,0,0,0,0,0,1,,,,
S100PBP,0,0,0,1,1,1,0,0,0,0,1,,,,
MAP2,0,0,0,1,1,0,0,0,0,0,1,,,,
MAZ,0,0,0,0,0,0,0,0,1,1,1,,,,
BCKDHB,0,0,0,0,1,0,0,0,0,0,1,,,,
TFDP1,0,0,0,0,0,0,0,0,0,0,1,,,,
GPCPD1,0,0,1,0,1,0,0,0,0,0,1,,,,
OSGIN1,0,0,0,0,0,0,0,0,1,1,1,,,,
DIO1,1,0,0,1,1,0,0,0,0,0,1,,,,
TMEM170B,0,0,1,1,1,0,1,0,0,0,1,,,,
SLC7A11,0,0,1,1,1,0,0,0,0,0,1,,,,
SURF2,0,0,0,0,0,0,0,0,0,1,1,,,,
CMAS,0,0,0,0,1,0,0,0,0,0,1,,,,
NFKBIB,0,0,0,0,0,0,0,0,1,1,1,,,,
RCHY1,0,0,1,1,1,0,0,0,0,0,1,,,,
MTHFD2,0,0,0,1,0,0,0,0,0,0,1,,,,
KIAA1462,0,0,0,0,0,0,0,0,1,1,1,,,,
PTPRG,0,0,0,0,0,0,0,0,1,1,1,,,,
MOSPD2,0,0,1,1,1,1,0,0,0,0,1,,,,
GOLT1B,0,0,1,1,1,0,0,0,0,0,1,,,,
TCTN3,0,0,0,0,1,0,0,0,0,0,1,,,,
CRYZ,0,0,1,1,1,0,0,0,0,0,1,,,,
SNAPC2,0,0,0,0,0,0,0,1,1,1,1,,,,
UBE2D3,0,0,0,1,1,0,0,0,0,0,1,,,,
FANCL,0,0,1,1,1,0,0,0,0,0,1,,,,
RNF103,0,0,0,0,1,0,0,0,0,0,1,,,,
GSTM4,0,0,0,0,1,0,0,0,0,0,1,,,,
PRKD2,0,0,0,0,0,0,0,0,1,1,1,,,,
HNF4A,0,0,0,0,0,0,0,0,1,1,1,,,,
DNALI1,0,0,0,0,0,0,0,0,1,1,1,,,,
ACTR6,0,0,1,1,1,0,0,0,0,0,1,,,,
ZHX2,0,0,0,0,0,0,0,0,1,1,1,,,,
KCTD15,0,0,0,0,0,0,0,0,1,1,1,,,,
WRB,0,0,0,1,1,0,0,0,0,0,1,,,,
TMEM62,0,0,0,0,1,0,0,0,0,0,1,,,,
CBWD5,0,0,0,0,0,0,0,0,1,1,1,,,,
HSPA1A,0,0,0,0,0,0,0,0,1,1,1,,,,
RRS1,0,0,0,0,0,0,0,0,0,1,1,,,,
ZNF324B,0,0,0,0,0,0,0,0,1,1,1,,,,
OPA3,0,0,0,0,0,0,0,0,1,1,1,,,,
ERCC1,0,0,0,0,0,0,0,0,1,1,1,,,,
SOGA1,0,0,0,0,0,0,0,0,1,1,1,,,,
RNASEH1,0,0,0,0,0,0,0,0,0,1,1,,,,
SIPA1L3,0,0,0,0,0,0,0,1,1,1,1,,,,
ZNF749,0,0,0,0,0,0,0,0,1,1,1,,,,
TMEM167B,0,0,1,1,1,0,0,0,0,0,1,,,,
FKRP,0,0,0,0,0,0,0,0,1,1,1,,,,
CDC20,0,0,0,0,0,0,0,0,1,1,1,,,,
CPQ,0,0,0,0,0,0,0,0,1,1,1,,,,
CDC25B,0,0,0,0,0,0,0,0,1,1,1,,,,
TCAIM,0,0,0,1,1,0,0,0,0,0,1,,,,
PRKAA2,0,0,0,1,1,1,0,0,0,0,1,,,,
CFL2,0,0,0,1,1,0,0,1,0,0,1,,,,
RASSF2,0,0,0,1,1,0,0,0,0,0,1,,,,
EHD2,0,0,0,0,0,0,0,1,1,1,1,,,,
ENO1,0,0,0,0,0,0,0,0,1,1,1,,,,
GPR87,0,0,0,1,1,0,0,1,0,0,1,,,,
TMEM168,0,0,0,0,1,0,0,0,0,0,1,,,,
FKBP4,0,0,0,0,0,0,0,0,1,1,1,,,,
SPATC1L,0,0,0,0,0,0,0,0,1,1,1,,,,
C9orf72,0,0,1,1,1,0,0,0,0,0,1,,,,
TANGO6,0,0,0,0,0,0,0,0,0,1,1,,,,
HYOU1,0,0,0,0,0,0,0,1,1,1,1,,,,
FAM107B,0,0,0,0,1,0,0,0,0,0,1,,,,
LATS2,0,0,0,1,1,0,0,0,0,0,1,,,,
PRRT3-AS1,0,0,0,0,0,0,0,0,1,1,1,,,,
SLC35A3,0,0,1,1,1,0,0,0,0,0,1,,,,
PKHD1,0,0,0,0,1,0,1,0,0,0,1,,,,
ADAMTS9,0,0,0,0,0,0,0,1,1,1,1,,,,
ZDBF2,0,0,0,1,1,0,0,0,0,0,1,,,,
POLR1E,0,0,0,0,0,0,0,0,0,1,1,,,,
CMTR2,0,0,0,1,1,0,0,0,0,0,1,,,,
SRRT,0,0,0,0,0,0,0,0,1,1,1,,,,
CEACAM5,0,0,0,0,0,0,0,1,1,1,1,,,,
HPDL,0,0,0,0,0,0,0,0,1,1,1,,,,
HPS3,0,0,0,0,1,0,0,0,0,0,1,,,,
FAM199X,0,0,0,1,1,0,0,0,0,0,1,,,,
TRMT61A,0,0,0,0,0,0,0,0,1,1,1,,,,
BYSL,0,0,0,0,0,0,0,0,0,1,1,,,,
STXBP1,0,0,0,0,0,0,0,1,1,1,1,,,,
KANK1,0,0,0,0,0,0,0,0,1,1,1,,,,
RNFT1,0,0,0,1,1,0,0,0,0,0,1,,,,
E2F2,0,0,0,0,0,0,0,0,1,1,1,,,,
HMCN1,0,0,0,0,0,0,0,1,1,1,1,,,,
KLHL21,0,0,0,0,0,0,0,0,1,1,1,,,,
CDT1,0,0,0,0,0,0,0,0,1,1,1,,,,
IGFBP3,0,0,0,0,0,0,0,1,0,1,1,,,,
TMEM87B,0,0,0,0,1,0,0,0,0,0,1,,,,
SRP19,0,0,1,1,1,0,0,0,0,0,1,,,,
OCIAD1,0,0,1,1,1,0,0,0,0,0,1,,,,
MANEA,0,0,0,1,1,0,0,0,0,0,1,,,,
BMPR1A,0,0,0,1,1,0,0,0,0,0,1,,,,
HOMER3,0,0,0,1,1,0,0,0,0,0,1,,,,
TMED8,0,0,0,0,0,0,0,0,0,1,1,,,,
NMB,0,0,0,1,1,0,0,0,0,0,1,,,,
SS18L1,0,0,0,0,1,0,0,0,0,0,1,,,,
DUS4L,0,0,1,1,1,0,0,0,0,0,1,,,,
DNM1,0,0,0,1,1,0,0,0,0,0,1,,,,
ISOC2,0,0,0,0,0,0,0,0,1,1,1,,,,
OAT,0,0,0,0,0,0,0,0,1,1,1,,,,
PDP1,0,0,0,0,1,0,0,0,0,0,1,,,,
MPP7,0,0,0,0,1,0,0,0,0,0,1,,,,
ONECUT3,0,0,0,0,0,0,0,0,1,1,1,,,,
CCDC86,0,0,0,0,0,0,0,0,1,1,1,,,,
ETNK1,0,0,0,1,1,0,0,0,0,0,1,,,,
TMBIM4,0,0,0,1,1,0,0,0,0,0,1,,,,
TLN2,0,0,0,0,0,0,0,0,1,1,1,,,,
NEURL3,0,0,0,1,1,0,0,0,0,0,1,,,,
B3GNT2,0,0,0,0,1,0,0,0,0,0,1,,,,
SRI,0,0,0,1,1,0,0,0,0,0,1,,,,
SMAD6,0,0,0,0,1,0,0,0,0,0,1,,,,
NT5C3A,0,0,1,1,1,0,0,0,0,0,1,,,,
ACSL1,0,0,0,0,1,0,0,0,0,0,1,,,,
MCFD2,0,0,0,0,1,0,0,0,0,0,1,,,,
UHMK1,0,0,0,1,1,0,0,1,0,0,1,,,,
UBR4,0,0,0,0,0,0,0,1,1,1,1,,,,
GGT1,0,0,0,0,1,0,0,1,0,0,1,,,,
PUS1,0,0,0,0,0,0,0,0,0,1,1,,,,
HIST1H2AC,0,0,0,1,1,0,0,0,0,0,1,,,,
TRAIP,0,0,0,0,0,0,0,0,0,1,1,,,,
ARHGAP35,0,0,0,0,0,0,0,0,1,1,1,,,,
SNAPC4,0,0,0,0,0,0,0,0,0,1,1,,,,
WDR74,0,0,0,0,0,0,0,0,0,1,1,,,,
PLEKHA2,0,0,0,0,1,0,0,0,0,0,1,,,,
FAM178B,0,0,0,0,0,0,0,1,1,1,1,,,,
TEX2,0,0,0,0,0,0,0,0,0,1,1,,,,
ARHGDIB,0,0,0,1,1,0,0,1,0,0,1,,,,
LSM11,0,0,1,0,1,0,0,0,0,0,1,,,,
SRM,0,0,0,0,0,0,0,0,1,1,1,,,,
GPN3,0,0,1,1,1,0,0,0,0,0,1,,,,
